campaign_id,click_rate
1979,0.01656922146167366
1980,0.010153152053557758
1981,0.07609716822724472
1982,0.014991468075384541
1983,0.009978186902426342
1984,0.0505143315539651
1985,0.0198408624147538
1986,0.06206690894306502
1987,0.00861850975591115
1988,0.015950717526334302
1989,0.17668890540105456
1990,0.17668890540105456
1991,0.17668890540105456
1992,0.009708691481921211
1993,0.009924070071299034
1994,0.007268794466893829
1995,0.011824023093529777
1996,0.014270667549027265
1997,0.009330089592501343
1998,0.06195862207091639
1999,0.08923574639992746
2000,0.015299527403347161
2001,0.10094904674849983
2002,0.02288126945443638
2003,0.01452794455742482
2004,0.00885597239360652
2005,0.14824132140193397
2006,0.13270536655868267
2007,0.046042719421973646
2008,0.032343934923555924
2009,0.01988568265512326
2010,0.012253310952338692
2011,0.05462960342221364
2012,0.00912166043791738
2013,0.01024269300531414
2014,0.022794353415751787
2015,0.015152523116391411
2016,0.0129421388473069
2017,0.00800791582834249
2018,0.017951984455409898
2019,0.05234961111931671
2020,0.021548064062395306
2021,0.005086179112785639
2022,0.017651690127781824
2023,0.03913199345985532
2024,0.04067705965861943
2025,0.01546591995884297
2026,0.01644460834134439
2027,0.013992947378988827
2028,0.013241972059374314
2029,0.006190307435392828
2030,0.09132947774029754
2031,0.026970367345466387
2032,0.050400162826868114
2033,0.16845900502212882
2034,0.014174331277928783
2035,0.014040348958512189
2036,0.07046859646153529
2037,0.025764999907144977
2038,0.010993167491001671
2039,0.05215520928157057
2040,0.16111274252348584
2041,0.2732440719650041
2042,0.025120427426543038
2043,0.010676686133088706
2044,0.02728639087543012
2045,0.013241708025060323
2046,0.021631105796761994
2047,0.008257623884193915
2048,0.00834229417295175
2049,0.009888480995004173
2050,0.2216286625029097
2051,0.008021548087244052
2052,0.013042113130358692
2053,0.013056317684553946
2054,0.014033909672480282
2055,0.006512120966857247
2056,0.08323713329930005
2057,0.008180033857336389
2058,0.004455758645518053
2059,0.018489000151630894
2060,0.019574799529459043
2061,0.1287861710085082
2062,0.1294876929408156
2063,0.01198224603791765
2064,0.02543494931986548
2065,0.00822687029504919
2066,0.015023451139391646
2067,0.10486238429616654
2068,0.010532450113185899
2069,0.011733729523232893
2070,0.11878186714846758
2071,0.01989656456270078
2072,0.005568398247324239
2073,0.015326321298977312
2074,0.006972752665642036
2075,0.008003733480950688
2076,0.10372342532198826
2077,0.16670586814346794
2078,0.1292857520971644
2079,0.03908800982887448
2080,0.09651362992089646
2081,0.021362492939713432
2082,0.11236805629206006
2083,0.052619253760377106
2084,0.08514974448528836
2085,0.010271198921374012
2086,0.00838628205317508
2087,0.05600932468191247
2088,0.028592118745582127
2089,0.03983621030547041
2090,0.01665646467560973
2091,0.013863750795099218
2092,0.014220778560924163
2093,0.06918561015752672
2094,0.022057964003120545
2095,0.040644589492258645
2096,0.03470577895364103
2097,0.08465278372942078
2098,0.013074400169065884
2099,0.04157599559021978
2100,0.02018404807403497
2101,0.02244142634614212
2102,0.13507591592679724
2103,0.017716905498462675
2104,0.0655983163919787
2105,0.20424969733919446
2106,0.05877294110698239
2107,0.01258177837583881
2108,0.024843268845871052
2109,0.07033057151771299
2110,0.2053498818357516
2111,0.035775366411818166
2112,0.07445311689448207
2113,0.011980343593269837
2114,0.013317420210131058
2115,0.04703430981153572
2116,0.05807475897648781
2117,0.008145554565486043
2118,0.026906523285287275
2119,0.008282911639796726
2120,0.008062519242882548
2121,0.019441305018962268
2122,0.026031565973143
2123,0.010806336044257781
2124,0.032242194255547085
2125,0.009275306718454758
2126,0.051289226868764276
2127,0.012874072783053279
2128,0.008711879428961858
2129,0.007980649856478717
2130,0.04311378544925129
2131,0.011093358806594017
2132,0.007516243832470531
2133,0.02746418550090351
2134,0.007227940728267497
2135,0.00968353710062429
2136,0.0069149041001632236
2137,0.009794049144263142
2138,0.008301239414788514
2139,0.017632024898306536
2140,0.0326409598655654
2141,0.017766040945564013
2142,0.13553545270896192
2143,0.013783946654795225
2144,0.009362313324225694
2145,0.01147357151443728
2146,0.010940156613853731
2147,0.008857448878675782
2148,0.008211128285395039
2149,0.015075431250724974
2150,0.020303838970734157
2151,0.14455512093356832
2152,0.008471182004992665
2153,0.006371315416345919
2154,0.009239254858419359
2155,0.047233956305212335
2156,0.005607096847845148
2157,0.006194197377428828
2158,0.01385246953541514
2159,0.005819423246033183
2160,0.027726691784250624
2161,0.03655649988319339
2162,0.21614350100147114
2163,0.012874005408424996
2164,0.020422870924436468
2165,0.047996782704317724
2166,0.03031723028743632
2167,0.010137579459303265
2168,0.02556228395201852
2169,0.014713047844751493
2170,0.03043943709413997
2171,0.016658899797032098
2172,0.08092773264506019
2173,0.009974491000438599
2174,0.023281394379702437
2175,0.010620050224865937
2176,0.02655132493107868
2177,0.023026652721425404
2178,0.008634281092110993
2179,0.04094080241228684
2180,0.0641393683543113
2181,0.023236328614860056
2182,0.013132413765322554
2183,0.16842301070488006
2184,0.12902795956142213
2185,0.011582380958849703
2186,0.019036946580715877
2187,0.012353901835262093
2188,0.10052339355037927
2189,0.015798445835411064
2190,0.07081851102108815
2191,0.1284226405033747
2192,0.017067175882818867
2193,0.03887369377198882
2194,0.023722816208228723
2195,0.01327426960454771
2196,0.12246642493357586
2197,0.17782066981883715
2198,0.010546603771917872
2199,0.010579856080989818
2200,0.02817057505362199
2201,0.0050460818416874975
2202,0.03622735003827023
2203,0.005005355197291288
2204,0.05339115089454136
2205,0.20314465828959816
2206,0.17266564766578982
2207,0.011227163055054406
2208,0.01124771566057815
2209,0.022398240021692974
2210,0.01602473857499851
2211,0.07719397411063886
2212,0.00865768168188195
2213,0.010780891764954878
2214,0.022558868584323318
2215,0.012888316038972874
2216,0.01775322903890421
2217,0.11757843099349838
2218,0.009564548970339933
2219,0.08385534489689028
2220,0.012442988551218162
2221,0.008205122270699534
2222,0.015936884523712
2223,0.042148991447068455
2224,0.023600458726053156
2225,0.02687522642422965
2226,0.0762526524179517
2227,0.055373013113393
2228,0.009995445535690423
2229,0.03872211348233458
2230,0.006791421303558028
2231,0.4652360942478536
2232,0.03422467999033498
2233,0.2244453913671492
2234,0.06718857023749954
2235,0.04961397570417794
2236,0.008112866214701628
2237,0.010264390872621966
2238,0.01102154577763946
2239,0.22581691455638636
2240,0.008015775728782995
2241,0.012719721538896011
2242,0.012719530215144152
2243,0.009118893479494256
2244,0.006525555815303009
2245,0.036056716320566576
2246,0.01231401427578866
2247,0.006702372900133518
2248,0.011440215313934476
2249,0.016927714992486853
2250,0.01314584936208266
2251,0.0045839678557901995
2252,0.00420968048051533
2253,0.005171149917702884
2254,0.008577980086061924
2255,0.008564682205621508
2256,0.042779841514643466
2257,0.007616617442466669
2258,0.013944389225500751
2259,0.00843654546700801
2260,0.008165601629157781
2261,0.010441768549768278
2262,0.007469585457628468
2263,0.010835834126455522
2264,0.01987896406409076
2265,0.008860968086196578
2266,0.022180426291812695
2267,0.015820869755000518
2268,0.04390904573368849
2269,0.005563413652091619
2270,0.010961420948794875
2271,0.009007463105309222
2272,0.026678585456653244
2273,0.07726533653937367
2274,0.011544925148287255
2275,0.010414245640940052
2276,0.07838161400860756
2277,0.17110246913366495
2278,0.009944546198615385
2279,0.00836741114854803
2280,0.016884695428689575
2281,0.011434159685795708
2282,0.010169141597653837
2283,0.0578413934877731
2284,0.15120147861371408
2285,0.0107725238755395
2286,0.014043535545846884
2287,0.009851632679085232
2288,0.056428458151891014
2289,0.09985950088224774
2290,0.010708656656695806
2291,0.02417526966409931
2292,0.011959102078833
2293,0.009927502570851579
2294,0.014253476466924913
2295,0.010866095237488336
2296,0.014471097600890239
2297,0.014748337739915044
2298,0.011791121977459691
2299,0.011091172997980445
2300,0.013703191789942767
2301,0.03472713902976711
2302,0.010938125362294946
2303,0.016498572075021326
2304,0.0247752522354236
2305,0.014714268169830916
2306,0.015189041679968525
2307,0.05445591929043538
2308,0.05986858319686421
2309,0.014243436675589631
2310,0.009003582822331579
2311,0.010145310218077536
2312,0.09182356431494335
2313,0.011599058606703159
2314,0.01350450410866305
2315,0.008476534715244507
2316,0.010091349625931827
2317,0.045165038929701196
2318,0.06513802423002897
2319,0.017545919606785018
2320,0.14240026454056692
2321,0.015134280490348855
2322,0.020283266873991592
2323,0.018194726917391144
2324,0.037774125775086896
2325,0.01201820513157252
2326,0.008492218329891449
2327,0.013325386874580935
2328,0.06486261036312063
2329,0.011276133566391608
2330,0.015755360142670812
2331,0.014507112544553433
2332,0.05041845951205614
2333,0.02209674684629729
2334,0.010187205253320406
2335,0.10772789988035315
2336,0.018260210225858154
2337,0.017534055890847344
2338,0.023063062933963464
2339,0.014472055166968884
2340,0.027993870037983662
2341,0.013147594101858642
2342,0.016626320607103656
2343,0.011045429243903228
2344,0.017192313773604705
2345,0.036827399775462
2346,0.295570322090651
2347,0.015630846912616778
2348,0.012878047876216301
2349,0.019978408917241685
2350,0.013290338256446845
2351,0.022999358939506664
2352,0.032774424267069356
2353,0.3425346131490158
2354,0.008032541387507112
2355,0.013797335351322791
2356,0.01727321803368399
2357,0.01564846628345323
2358,0.10016910814907184
2359,0.012116285322550869
2360,0.011001912838647505
2361,0.02755608616776943
2362,0.011320886521321153
2363,0.01428224639491679
2364,0.01744213328300378
2365,0.03183052568440058
2366,0.01948347733191424
2367,0.04426362116674754
2368,0.018506239654093325
2369,0.2199839496382695
2370,0.012203529261689454
2371,0.05484196232366153
2372,0.017824379175068863
2373,0.023444320593000022
2374,0.02136497687672194
2375,0.013679239271847735
2376,0.01938489067574313
2377,0.01267450983324281
2378,0.016509847371928198
2379,0.016721348178446224
2380,0.0331973486728784
2381,0.10464617956969363
2382,0.05670046559135425
2383,0.02549484368119701
2384,0.02258628198433535
2385,0.013916484665620323
2386,0.042498926183345526
2387,0.020643083268693775
2388,0.042740021506690075
2389,0.15716075721102604
2390,0.031086873243649952
2391,0.03601383065668859
2392,0.013396935918246821
2393,0.01977860954335665
2394,0.020494715229799062
2395,0.011199067192013435
2396,0.015805090361915533
2397,0.15174166555306592
2398,0.28234706061525977
2399,0.16994499438309088
2400,0.01569340390927149
2401,0.041496272615430305
2402,0.04368533697760003
2403,0.08212620782922313
2404,0.05317224489387253
2405,0.01721044383049898
2406,0.01781852084320951
2407,0.04221976120741346
2408,0.02384200011031831
2409,0.019856895072483057
2410,0.014711675762278394
2411,0.2563408953655761
2412,0.14790132615560592
2413,0.06688690434955198
2414,0.2891834034649871
2415,0.014364803105659088
2416,0.026676526186712318
2417,0.019492607199394787
2418,0.07582127762540913
2419,0.02892488877046283
2420,0.06650120947501711
2421,0.07192424403959814
2422,0.24006722329255623
2423,0.05328679053313759
2424,0.02224679685042248
2425,0.017762594631469533
2426,0.02022007661394448
2427,0.025423724636609177
2428,0.015319878231385045
2429,0.044913416362692075
2430,0.01919136878486503
2431,0.02573454988833666
2432,0.026359967694415235
2433,0.06543406384490208
2434,0.22934015394487808
2435,0.012248050702783071
2436,0.1409609514039697
2437,0.06427516464671766
2438,0.04554472210353966
2439,0.05648529725541656
2440,0.061339696927208795
2441,0.01691343082587886
2442,0.03334604403290438
2443,0.05470386004503932
2444,0.0562700328731964
2445,0.03493750469152166
2446,0.07936945114203944
2447,0.028098798877113845
2448,0.024544265583764137
2449,0.19960859874276024
2450,0.019572997366211316
2451,0.07700513423746443
2452,0.00916313314291504
2453,0.022013780047183195
2454,0.04877940049904564
2455,0.01632333462924525
2456,0.06586296231377538
2457,0.009904718153920841
2458,0.03757908076312763
2459,0.012516970682882933
2460,0.07881388025010053
2461,0.012116740510199462
2462,0.07682555711957269
2463,0.11600541326305885
2464,0.012191734732366628
2465,0.04577589444740148
2466,0.009983633338012955
2467,0.025926089360175313
2468,0.014939438818099083
2469,0.0438699680166674
2470,0.010438883232545316
2471,0.16890779964678193
2472,0.01542554960906521
2473,0.026175526197562016
2474,0.0186719378949108
2475,0.018175240842162745
2476,0.014225072957729006
2477,0.02315567234136169
2478,0.030771016728091
2479,0.02770879153528953
2480,0.013362689506457257
2481,0.042858050142388665
2482,0.010698671949964978
2483,0.027819353901229603
2484,0.022711567698132762
2485,0.005717421087013258
2486,0.0962245571781482
2487,0.03757908076312763
2488,0.04942207151871317
2489,0.034444265321788
2490,0.03926558773695788
2491,0.03739031711956704
2492,0.02351775932458444
2493,0.08567015560821378
2494,0.009692013080957124
2495,0.009395760547940012
2496,0.008804227372172664
2497,0.047033240739162714
2498,0.11190739103214087
2499,0.04377598175836848
2500,0.07521787700035656
2501,0.06596549067342143
2502,0.034553578056534376
2503,0.13974191229461985
2504,0.02410327523065846
2505,0.034869032669676246
2506,0.030277177599781012
2507,0.021718124870733938
2508,0.01971209831499193
2509,0.028370660702584698
2510,0.029093358468516555
2511,0.03191443626097688
2512,0.04202050704242197
2513,0.050462894371690596
2514,0.06066072820006446
2515,0.053203925627857404
2516,0.03242620428943614
2517,0.06000021957177278
2518,0.07843786880679231
2519,0.10533280174302288
2520,0.05751103239024636
2521,0.031564765385422404
2522,0.016821374651096607
2523,0.09437706622101881
2524,0.021025102071191702
2525,0.10439090475093944
2526,0.04543544660793495
2527,0.05751288798049215
2528,0.027233509531895274
2529,0.10175420364930474
2530,0.06886919276288922
2531,0.08559109585137223
2532,0.035620064131249844
2533,0.02049829492501457
2534,0.024693881182478415
2535,0.02964696165980147
2536,0.02537924033939137
2537,0.03572661993668735
2538,0.03442695958254636
2539,0.031195630129312927
2540,0.01105800920503024
2541,0.036147837502830654
2542,0.024872661104826808
2543,0.021765629391256636
2544,0.055327096554893124
2545,0.01151693648941382
2546,0.03148961075901298
2547,0.04826911129077506
2548,0.21986897128897437
2549,0.11053834535973621
2550,0.027416350805991977
2551,0.05950817111233282
2552,0.024792471318129262
2553,0.05908367420196619
2554,0.0184187566842574
2555,0.0548766860075615
2556,0.060808809425646836
2557,0.050592620017757134
2558,0.043499305081626666
2559,0.039797519925887065
2560,0.07626648873089206
2561,0.038710226471427606
2562,0.03547428331537895
2563,0.015608070469011503
2564,0.019777441895433436
2565,0.05182083624176182
2566,0.022375621430106282
2567,0.04934911444569906
2568,0.04770031356320695
2569,0.14238821662254497
2570,0.010286282298388317
2571,0.025583012282158278
2572,0.009622360081155096
2573,0.026671758114586705
2574,0.038819843063166985
2575,0.027164151577118788
2576,0.04989749561593302
2577,0.024756125690789336
2578,0.03041545723066942
2579,0.05021624483696759
2580,0.0465889481370655
2581,0.0446985328945646
2582,0.10204757349150738
2583,0.09881084614146438
2584,0.01418634781329481
2585,0.0113099966526069
2586,0.010324023784201513
2587,0.018233384795271076
2588,0.024380589747862183
2589,0.03023100558537768
2590,0.023241094649439454
2591,0.020756424325360286
2592,0.049294884115128106
2593,0.05449144094696061
2594,0.14896273229817988
2595,0.042706344998399766
2596,0.1310235532208992
2597,0.013397237680977751
2598,0.04218904234967193
2599,0.17572529172079768
2600,0.0308193349489069
2601,0.07522927791148157
2602,0.03324281203673579
2603,0.030050439156700408
2604,0.03546026700770597
2605,0.057136912527779325
2606,0.04985954792529031
2607,0.043580849770346285
2608,0.09080655145513171
2609,0.07760244306926924
2610,0.06774562928576025
2611,0.038850581876837244
2612,0.09640234231857131
2613,0.03906052615482223
2614,0.08404074715591626
2615,0.06442931829389424
2616,0.0410704267802243
2617,0.025389655954796777
2618,0.07444149655790805
2619,0.16885274872994224
2620,0.07658069663742349
2621,0.07170960273451771
2622,0.045600358594968006
2623,0.012384586008088845
2624,0.018511979902194383
2625,0.020901450055580643
2626,0.028835593594561146
2627,0.02907445480080901
2628,0.029102386883535433
2629,0.04179485466383551
2630,0.043705939458685325
2631,0.055354772554603866
2632,0.026963616211983652
2633,0.03886416659236283
2634,0.025761597835523863
2635,0.03301580453974231
2636,0.0692860085067639
2637,0.038638143990167025
2638,0.056752337978489616
2639,0.055916813209537584
2640,0.03993600665641831
2641,0.2902590793202245
2642,0.010578621760769506
2643,0.21942304595960016
2644,0.020232377900157538
2645,0.17165142691344903
2646,0.016731036502334568
2647,0.013639784193788949
2648,0.024483381616258303
2649,0.16969716455868103
2650,0.019607099901356947
